UserID,Age,AgeGroup,Gender,GenderEncoded
U02792,27,21-30,Female,1
U02793,22,21-30,Female,1
U02794,33,31-40,Female,1
U02795,31,31-40,Male,0
U02796,33,31-40,Male,0
U02797,34,31-40,Male,0
U02798,28,21-30,Female,1
U02799,17,15-20,Male,0
U02800,34,31-40,Male,0
U02801,15,15-20,Female,1
U02802,15,15-20,Female,1
U02803,26,21-30,Male,0
U02804,24,21-30,Male,0
U02805,16,15-20,Male,0
U02806,28,21-30,Male,0
U02807,18,15-20,Female,1
U02808,35,31-40,Male,0
U02809,32,31-40,Male,0
U02810,18,15-20,Female,1
U02811,21,21-30,Male,0
U02812,17,15-20,Male,0
U02813,27,21-30,Male,0
U02814,27,21-30,Female,1
U02815,15,15-20,Female,1
U02816,25,21-30,Male,0
U02817,33,31-40,Male,0
U02818,32,31-40,Male,0
U02819,20,15-20,Female,1
U02820,30,21-30,Male,0
U02821,27,21-30,Male,0
U02822,15,15-20,Male,0
U02823,31,31-40,Male,0
U02824,28,21-30,Female,1
U02825,34,31-40,Male,0
U02826,25,21-30,Male,0
U02827,17,15-20,Male,0
U02828,32,31-40,Female,1
U02829,19,15-20,Female,1
U02830,34,31-40,Female,1
U02831,22,21-30,Female,1
U02832,31,31-40,Male,0
U02833,21,21-30,Female,1
U02834,17,15-20,Male,0
U02835,31,31-40,Male,0
U02836,17,15-20,Female,1
U02837,31,31-40,Male,0
U02838,35,31-40,Male,0
U02839,18,15-20,Female,1
U02840,29,21-30,Female,1
U02841,27,21-30,Female,1
U02842,20,15-20,Female,1
U02843,26,21-30,Male,0
U02844,21,21-30,Female,1
U02845,22,21-30,Male,0
U02846,29,21-30,Female,1
U02847,27,21-30,Male,0
U02848,23,21-30,Male,0
U02849,31,31-40,Female,1
U02850,25,21-30,Female,1
U02851,30,21-30,Male,0
U02852,23,21-30,Male,0
U02853,25,21-30,Male,0
U02854,28,21-30,Male,0
U02855,18,15-20,Female,1
U02856,19,15-20,Female,1
U02857,35,31-40,Male,0
U02858,16,15-20,Female,1
U02859,26,21-30,Female,1
U02860,17,15-20,Male,0
U02861,29,21-30,Male,0
U02862,27,21-30,Male,0
U02863,29,21-30,Male,0
U02864,25,21-30,Female,1
U02865,35,31-40,Female,1
U02866,20,15-20,Male,0
U02867,19,15-20,Male,0
U02868,25,21-30,Male,0
U02869,26,21-30,Female,1
U02870,27,21-30,Male,0
U02871,19,15-20,Female,1
U02872,21,21-30,Female,1
U02873,33,31-40,Female,1
U02874,32,31-40,Male,0
U02875,27,21-30,Female,1
U02876,24,21-30,Female,1
U02877,28,21-30,Male,0
U02878,23,21-30,Male,0
U02879,16,15-20,Female,1
U02880,21,21-30,Female,1
U02881,27,21-30,Male,0
U02882,33,31-40,Female,1
U02883,16,15-20,Female,1
U02884,31,31-40,Female,1
U02885,22,21-30,Male,0
U02886,35,31-40,Male,0
U02887,30,21-30,Male,0
U02888,20,15-20,Male,0
U02889,28,21-30,Female,1
U02890,18,15-20,Male,0
U02891,27,21-30,Female,1
U02892,26,21-30,Female,1
U02893,22,21-30,Male,0
U02894,15,15-20,Female,1
U02895,21,21-30,Female,1
U02896,30,21-30,Male,0
U02897,27,21-30,Male,0
U02898,22,21-30,Female,1
U02899,28,21-30,Female,1
U02900,35,31-40,Male,0
U02901,30,21-30,Male,0
U02902,27,21-30,Male,0
U02903,27,21-30,Male,0
U02904,18,15-20,Male,0
U02905,27,21-30,Female,1
U02906,24,21-30,Male,0
U02907,17,15-20,Female,1
U02908,34,31-40,Male,0
U02909,19,15-20,Female,1
U02910,35,31-40,Female,1
U02911,34,31-40,Female,1
U02912,27,21-30,Male,0
U02913,22,21-30,Female,1
U02914,31,31-40,Female,1
U02915,33,31-40,Female,1
U02916,20,15-20,Male,0
U02917,32,31-40,Female,1
U02918,19,15-20,Female,1
U02919,25,21-30,Male,0
U02920,17,15-20,Male,0
U02921,16,15-20,Female,1
U02922,25,21-30,Male,0
U02923,27,21-30,Male,0
U02924,21,21-30,Female,1
U02925,18,15-20,Female,1
U02926,24,21-30,Male,0
U02927,20,15-20,Male,0
U02928,26,21-30,Male,0
U02929,16,15-20,Female,1
U02930,26,21-30,Female,1
U02931,28,21-30,Female,1
U02932,17,15-20,Female,1
U02933,34,31-40,Male,0
U02934,29,21-30,Female,1
U02935,25,21-30,Female,1
U02936,35,31-40,Female,1
U02937,23,21-30,Male,0
U02938,28,21-30,Male,0
U02939,18,15-20,Female,1
U02940,18,15-20,Female,1
U02941,22,21-30,Male,0
U02942,18,15-20,Male,0
U02943,19,15-20,Female,1
U02944,23,21-30,Female,1
U02945,23,21-30,Female,1
U02946,18,15-20,Female,1
U02947,18,15-20,Female,1
U02948,33,31-40,Male,0
U02949,17,15-20,Female,1
U02950,35,31-40,Male,0
U02951,28,21-30,Male,0
U02952,32,31-40,Male,0
U02953,21,21-30,Male,0
U02954,35,31-40,Female,1
U02955,25,21-30,Male,0
U02956,18,15-20,Male,0
U02957,31,31-40,Male,0
U02958,33,31-40,Male,0
U02959,29,21-30,Male,0
U02960,24,21-30,Male,0
U02961,25,21-30,Female,1
U02962,23,21-30,Male,0
U02963,18,15-20,Female,1
U02964,33,31-40,Male,0
U02965,16,15-20,Male,0
U02966,26,21-30,Female,1
U02967,21,21-30,Male,0
U02968,34,31-40,Female,1
U02969,18,15-20,Female,1
U02970,34,31-40,Male,0
U02971,20,15-20,Female,1
U02972,35,31-40,Male,0
U02973,28,21-30,Female,1
U02974,31,31-40,Female,1
U02975,22,21-30,Male,0
U02976,28,21-30,Female,1
U02977,33,31-40,Male,0
U02978,18,15-20,Female,1
U02979,26,21-30,Male,0
U02980,27,21-30,Male,0
U02981,23,21-30,Male,0
U02982,20,15-20,Female,1
U02983,35,31-40,Female,1
U02984,35,31-40,Female,1
U02985,35,31-40,Male,0
U02986,16,15-20,Male,0
U02987,26,21-30,Male,0
U02988,17,15-20,Male,0
U02989,22,21-30,Male,0
U02990,22,21-30,Male,0
U02991,27,21-30,Female,1
U02992,24,21-30,Female,1
U02993,20,15-20,Female,1
U02994,31,31-40,Female,1
U02995,16,15-20,Male,0
U02996,32,31-40,Male,0
U02997,21,21-30,Female,1
U02998,33,31-40,Male,0
U02999,20,15-20,Male,0
U03000,15,15-20,Male,0
